name,diameter,weight,red,green,blue
1,12.23,208.93,139,66,2
1,12.23,208.91,134,71,11
1,12.23,208.91,149,87,11
1,12.23,208.89,161,53,25
1,12.23,208.88,128,62,17
1,12.23,208.87,147,61,10
1,12.23,208.87,145,80,24
1,12.23,208.87,149,67,2
1,12.22,208.86,150,60,2
1,12.22,208.86,142,73,13
1,12.23,209.06,164,101,6
1,12.23,209.07,156,66,3
1,12.24,209.07,134,50,19
1,12.24,209.08,169,68,24
1,12.25,209.3,164,65,5
1,12.25,209.29,146,82,25
1,12.25,209.27,148,62,2
1,12.25,209.27,173,63,7
1,12.25,209.25,168,77,29
1,12.25,209.24,147,57,30
1,12.25,209.24,143,76,10
1,12.22,208.85,145,75,3
1,12.25,209.21,153,69,34
1,12.24,209.19,147,76,9
1,12.24,209.19,158,83,29
1,12.24,209.16,143,64,9
1,12.24,209.14,152,64,2
1,12.24,209.13,154,73,4
1,12.24,209.11,171,83,16
1,12.24,209.08,150,84,14
1,12.24,209.21,153,70,12
1,12.25,209.31,155,75,7
1,12.22,208.85,142,68,15
1,12.22,208.82,156,84,15
1,12.21,208.5,132,78,2
1,12.21,208.48,139,77,18
1,12.21,208.47,143,78,19
1,12.21,208.47,149,74,14
1,12.21,208.47,137,70,10
1,12.21,208.45,144,79,14
1,12.21,208.42,151,59,31
1,12.21,208.42,160,66,7
1,12.21,208.41,166,69,19
1,12.2,208.4,161,59,11
1,12.2,208.39,151,79,18
1,12.2,208.36,159,60,30
1,12.2,208.36,145,74,17
1,12.2,208.35,170,69,18
1,12.2,208.34,170,73,21
1,12.21,208.51,131,75,13
1,12.21,208.52,148,75,2
1,12.21,208.52,170,82,33
1,12.21,208.52,137,82,22
1,12.22,208.73,141,58,25
1,12.22,208.7,151,64,25
1,12.22,208.7,138,78,27
1,12.22,208.68,161,83,2
1,12.22,208.68,124,79,16
1,12.22,208.67,140,78,13
1,12.22,208.66,139,73,25
1,12.22,208.83,154,62,9
1,12.22,208.63,153,87,28
1,12.22,208.61,154,58,24
1,12.22,208.61,128,73,14
1,12.22,208.58,162,77,10
1,12.22,208.55,165,69,22
1,12.21,208.55,141,77,30
1,12.21,208.54,165,59,5
1,12.21,208.53,153,81,12
1,12.22,208.63,154,56,14
1,12.2,208.33,142,83,30
1,12.25,209.31,144,88,17
1,12.25,209.32,174,70,26
1,12.3,209.94,140,68,3
1,12.3,209.93,145,72,9
1,12.3,209.91,163,54,8
1,12.3,209.89,136,62,22
1,12.3,209.89,152,75,18
1,12.3,209.88,160,85,32
1,12.3,209.87,166,83,2
1,12.3,209.86,152,66,11
1,12.3,209.85,156,64,35
1,12.3,209.81,137,63,14
1,12.3,209.79,162,66,38
1,12.29,209.77,165,69,8
1,12.29,209.76,143,82,18
1,12.29,209.76,146,77,32
1,12.29,209.75,146,62,27
1,12.3,209.95,149,86,8
1,12.31,209.96,144,82,13
1,12.31,209.98,173,72,5
1,12.31,209.98,155,68,25
1,11.86,203.72,156,74,2
1,12.32,210.15,141,83,2
1,12.32,210.15,166,74,14
1,12.32,210.13,145,83,11
1,12.32,210.1,154,82,42
1,12.32,210.08,164,64,14
1,12.32,210.08,158,59,21
1,12.29,209.74,144,78,19
1,12.32,210.06,142,81,27
1,12.32,210.03,142,78,2
1,12.31,210.02,145,58,16
1,12.31,210.01,126,69,19
1,12.31,210.01,153,74,15
1,12.31,210.0,140,65,11
1,12.31,210.0,133,67,17
1,12.31,210.0,147,67,14
1,12.32,210.05,148,76,16
1,12.25,209.32,141,59,20
1,12.29,209.72,141,64,11
1,12.29,209.68,141,69,33
1,12.27,209.48,154,60,16
1,12.27,209.47,156,82,40
1,12.27,209.45,164,72,22
1,12.27,209.43,151,69,27
1,12.27,209.43,160,74,6
1,12.26,209.42,177,68,34
1,12.26,209.41,164,85,20
1,12.26,209.4,146,82,12
1,12.26,209.39,154,67,13
1,12.26,209.37,160,63,22
1,12.26,209.37,155,63,21
1,12.26,209.36,174,77,12
1,12.26,209.36,165,60,2
1,12.26,209.34,142,55,13
1,12.26,209.32,150,83,11
1,12.27,209.49,146,69,20
1,12.27,209.49,137,79,10
1,12.27,209.49,133,65,14
1,12.27,209.5,144,77,12
1,12.29,209.68,156,65,23
1,12.29,209.67,169,62,8
1,12.29,209.66,141,80,14
1,12.29,209.66,143,90,30
1,12.29,209.63,149,66,14
1,12.29,209.63,152,75,15
1,12.29,209.61,158,87,2
1,12.29,209.72,142,62,2
1,12.28,209.61,136,61,8
1,12.28,209.56,136,70,34
1,12.28,209.55,146,70,11
1,12.27,209.52,151,79,2
1,12.27,209.51,134,74,19
1,12.27,209.51,158,69,14
1,12.27,209.51,148,54,27
1,12.27,209.5,152,65,9
1,12.28,209.57,129,64,19
1,12.08,206.82,158,78,14
1,12.2,208.32,167,62,17
1,12.2,208.31,146,70,20
1,12.12,207.33,158,53,20
1,12.12,207.33,160,61,9
1,12.12,207.31,147,92,45
1,12.11,207.29,145,73,20
1,12.11,207.29,146,78,27
1,12.11,207.29,155,75,18
1,12.11,207.28,157,74,9
1,12.11,207.26,152,66,17
1,12.11,207.24,137,78,11
1,12.11,207.23,154,89,21
1,12.11,207.23,136,81,15
1,12.11,207.21,146,52,7
1,12.11,207.19,162,71,2
1,12.11,207.19,156,58,14
1,12.11,207.18,129,75,20
1,12.12,207.36,141,65,16
1,12.12,207.37,151,66,12
1,12.12,207.38,155,71,18
1,12.12,207.38,167,57,7
1,12.14,207.54,150,71,37
1,12.14,207.54,148,81,29
1,12.14,207.51,149,69,2
1,12.14,207.5,144,93,12
1,12.14,207.5,137,85,10
1,12.14,207.47,127,65,15
1,12.13,207.46,157,87,7
1,12.11,207.18,154,86,16
1,12.13,207.45,145,73,21
1,12.13,207.43,153,80,29
1,12.13,207.42,155,69,4
1,12.12,207.41,160,92,28
1,12.12,207.4,140,72,3
1,12.12,207.39,142,69,13
1,12.12,207.39,141,61,24
1,12.12,207.38,151,58,19
1,12.13,207.43,155,76,17
1,12.14,207.57,161,74,12
1,12.11,207.17,135,65,8
1,12.11,207.14,143,76,18
1,12.1,207.04,148,78,24
1,12.09,207.03,152,57,22
1,12.09,207.03,148,74,2
1,12.09,207.01,152,49,18
1,12.09,206.98,155,83,36
1,12.09,206.98,148,92,18
1,12.09,206.97,135,76,15
1,12.09,206.96,141,52,8
1,12.09,206.96,139,50,20
1,12.09,206.95,155,76,2
1,12.09,206.94,154,53,2
1,12.09,206.94,131,67,35
1,12.09,206.93,165,67,17
1,12.09,206.91,147,76,28
1,12.09,206.89,159,66,12
1,12.1,207.05,154,84,2
1,12.1,207.05,150,69,2
1,12.1,207.06,156,84,12
1,12.1,207.07,158,48,12
1,12.11,207.14,146,79,5
1,12.11,207.14,177,71,27
1,12.11,207.14,167,67,11
1,12.11,207.12,167,64,9
1,12.11,207.12,154,68,17
1,12.1,207.12,169,63,31
1,12.1,207.12,159,69,11
1,12.11,207.16,141,69,8
1,12.1,207.11,163,61,19
1,12.1,207.1,140,81,2
1,12.1,207.09,149,75,21
1,12.1,207.09,165,48,2
1,12.1,207.09,150,70,8
1,12.1,207.08,152,81,25
1,12.1,207.08,139,69,16
1,12.1,207.08,163,68,24
1,12.1,207.1,141,79,34
1,12.2,208.31,168,59,2
1,12.14,207.6,166,87,28
1,12.14,207.61,139,65,27
1,12.18,208.06,160,77,21
1,12.18,208.06,131,67,14
1,12.18,208.05,159,64,13
1,12.18,208.03,142,66,2
1,12.18,208.03,152,61,10
1,12.18,208.01,134,66,33
1,12.18,208.0,167,81,21
1,12.18,208.0,137,75,18
1,12.17,208.0,155,74,2
1,12.17,208.0,138,59,9
1,12.17,207.99,147,49,9
1,12.17,207.98,148,68,22
1,12.17,207.98,148,86,6
1,12.17,207.97,136,54,13
1,12.17,207.97,151,64,19
1,12.18,208.09,155,76,7
1,12.18,208.1,170,64,6
1,12.18,208.11,167,69,14
1,12.18,208.12,134,73,19
1,12.2,208.29,150,50,2
1,12.19,208.27,151,73,28
1,12.19,208.26,146,79,26
1,12.19,208.23,152,79,16
1,12.19,208.23,158,64,15
1,12.19,208.22,142,81,9
1,12.19,208.22,164,81,10
1,12.17,207.97,165,75,16
1,12.19,208.21,164,74,17
1,12.19,208.19,149,73,15
1,12.19,208.17,149,56,17
1,12.19,208.17,167,60,3
1,12.18,208.17,142,59,27
1,12.18,208.17,141,56,17
1,12.18,208.15,150,84,24
1,12.18,208.12,145,70,20
1,12.19,208.2,154,65,4
1,12.14,207.6,158,77,15
1,12.17,207.96,157,62,28
1,12.17,207.94,142,63,14
1,12.15,207.76,145,67,19
1,12.15,207.76,147,87,18
1,12.15,207.74,156,91,15
1,12.15,207.73,172,72,14
1,12.15,207.73,133,60,43
1,12.15,207.72,152,70,2
1,12.15,207.72,157,73,16
1,12.15,207.69,149,67,8
1,12.15,207.68,150,85,12
1,12.15,207.68,164,92,18
1,12.15,207.67,143,81,6
1,12.14,207.63,145,65,2
1,12.14,207.63,147,76,9
1,12.14,207.62,139,80,15
1,12.14,207.61,129,75,18
1,12.15,207.76,164,85,7
1,12.15,207.77,147,67,7
1,12.15,207.77,153,58,21
1,12.15,207.8,151,67,18
1,12.17,207.94,156,79,9
1,12.17,207.93,146,69,2
1,12.16,207.92,147,62,24
1,12.16,207.91,155,86,15
1,12.16,207.91,163,73,2
1,12.16,207.89,147,55,2
1,12.16,207.88,151,62,6
1,12.17,207.95,163,46,16
1,12.16,207.88,163,73,25
1,12.16,207.87,158,55,9
1,12.16,207.86,149,73,18
1,12.16,207.85,131,67,13
1,12.16,207.84,148,60,28
1,12.15,207.84,161,70,23
1,12.15,207.83,147,77,2
1,12.15,207.8,138,77,5
1,12.16,207.88,148,55,11
1,11.86,203.71,159,82,13
1,11.45,197.46,149,53,21
1,11.86,203.68,146,60,19
1,11.59,199.49,135,88,12
1,11.59,199.47,142,70,2
1,11.59,199.46,159,63,9
1,11.59,199.45,155,75,28
1,11.59,199.45,149,79,10
1,11.59,199.45,157,90,15
1,11.59,199.43,146,64,15
1,11.59,199.42,144,60,14
1,11.59,199.41,159,74,32
1,11.59,199.4,155,68,14
1,11.58,199.4,150,89,27
1,11.58,199.38,144,65,11
1,11.58,199.37,153,67,40
1,11.58,199.37,157,56,24
1,11.58,199.35,130,56,26
1,11.59,199.53,163,75,29
1,11.59,199.55,139,56,18
1,11.59,199.55,143,81,30
1,11.59,199.55,151,80,19
1,11.6,199.72,131,66,6
1,11.6,199.72,155,55,9
1,11.6,199.71,153,59,16
1,11.6,199.71,158,64,19
1,11.6,199.71,142,85,20
1,11.6,199.71,148,75,14
1,11.6,199.69,167,73,29
1,11.58,199.34,152,69,5
1,11.6,199.69,168,99,13
1,11.6,199.67,161,70,11
1,11.6,199.64,143,59,17
1,11.6,199.62,155,69,22
1,11.6,199.59,161,68,34
1,11.6,199.59,153,90,13
1,11.59,199.59,154,83,2
1,11.59,199.56,154,72,32
1,11.6,199.67,153,59,10
1,11.6,199.74,154,76,20
1,11.58,199.33,135,83,26
1,11.58,199.33,161,73,17
1,11.56,199.12,155,73,32
1,11.56,199.09,161,73,5
1,11.56,199.05,141,54,25
1,11.55,199.04,144,79,17
1,11.55,199.04,164,67,36
1,11.55,199.02,155,51,21
1,11.55,199.0,134,77,11
1,11.55,199.0,130,70,27
1,11.55,198.99,154,64,17
1,11.55,198.98,167,65,2
1,11.55,198.98,161,69,13
1,11.55,198.98,170,93,15
1,11.55,198.97,148,77,18
1,11.55,198.97,155,82,14
1,11.55,198.97,148,70,27
1,11.56,199.13,162,62,10
1,11.56,199.14,161,73,3
1,11.56,199.15,137,81,2
1,11.56,199.18,149,58,15
1,11.58,199.32,150,77,10
1,11.58,199.32,157,57,2
1,11.58,199.29,133,64,25
1,11.58,199.29,132,73,18
1,11.57,199.29,158,73,19
1,11.57,199.27,153,61,11
1,11.57,199.27,156,66,2
1,11.58,199.33,144,45,38
1,11.57,199.25,149,81,10
1,11.57,199.24,152,59,32
1,11.57,199.23,156,66,2
1,11.57,199.23,157,82,2
1,11.56,199.23,149,69,33
1,11.56,199.23,144,53,22
1,11.56,199.22,145,77,11
1,11.56,199.22,159,72,21
1,11.57,199.24,155,55,5
1,11.55,198.96,154,93,13
1,11.6,199.74,154,73,19
1,11.6,199.76,158,69,15
1,11.64,200.26,135,71,37
1,11.64,200.23,138,75,3
1,11.64,200.22,145,82,16
1,11.64,200.22,154,72,33
1,11.64,200.2,145,75,28
1,11.64,200.17,152,74,7
1,11.64,200.17,150,44,24
1,11.64,200.17,153,68,29
1,11.64,200.16,154,68,15
1,11.64,200.15,166,84,10
1,11.64,200.15,145,74,14
1,11.64,200.15,153,72,10
1,11.64,200.13,144,66,9
1,11.64,200.12,144,86,24
1,11.63,200.11,138,86,20
1,11.64,200.27,162,57,28
1,11.64,200.27,156,62,19
1,11.64,200.28,151,79,15
1,11.65,200.3,153,62,12
1,11.65,200.43,167,74,27
1,11.65,200.43,153,56,11
1,11.65,200.4,165,67,28
1,11.65,200.39,153,79,5
1,11.65,200.38,154,64,5
1,11.65,200.35,158,78,13
1,11.65,200.35,146,72,34
1,11.63,200.11,143,71,16
1,11.65,200.35,159,81,26
1,11.65,200.33,160,64,18
1,11.65,200.31,156,70,5
1,11.65,200.31,142,77,11
1,11.65,200.31,144,69,23
1,11.65,200.3,146,66,2
1,11.65,200.3,149,69,8
1,11.65,200.3,161,78,2
1,11.65,200.33,145,77,14
1,11.6,199.75,164,70,21
1,11.63,200.1,149,75,11
1,11.63,200.06,143,72,15
1,11.62,199.85,148,81,28
1,11.62,199.85,163,72,15
1,11.62,199.85,155,60,4
1,11.62,199.84,161,57,2
1,11.62,199.83,149,54,20
1,11.62,199.83,142,66,17
1,11.61,199.83,163,89,17
1,11.61,199.82,163,75,15
1,11.61,199.8,162,47,21
1,11.61,199.8,157,80,25
1,11.61,199.79,145,71,20
1,11.61,199.78,154,66,20
1,11.61,199.78,162,64,8
1,11.61,199.78,151,73,18
1,11.61,199.78,145,69,16
1,11.62,199.86,142,84,9
1,11.62,199.88,140,78,34
1,11.62,199.89,144,74,21
1,11.62,199.89,133,66,28
1,11.63,200.05,145,71,23
1,11.63,200.03,139,87,21
1,11.63,200.02,151,64,7
1,11.63,200.01,145,80,13
1,11.63,200.01,136,70,28
1,11.63,200.0,154,67,30
1,11.63,200.0,135,69,25
1,11.63,200.08,147,65,21
1,11.63,199.99,144,87,2
1,11.63,199.96,146,78,14
1,11.63,199.95,170,75,35
1,11.63,199.95,162,69,19
1,11.63,199.94,162,100,11
1,11.62,199.91,153,95,21
1,11.62,199.91,157,72,15
1,11.62,199.9,143,78,8
1,11.63,199.97,157,77,2
1,11.55,198.93,158,65,8
1,11.55,198.93,173,68,2
1,11.55,198.92,171,76,34
1,11.48,197.97,154,81,23
1,11.48,197.96,151,72,19
1,11.48,197.95,149,69,34
1,11.48,197.95,159,59,10
1,11.48,197.92,155,65,3
1,11.48,197.92,148,66,10
1,11.48,197.91,141,79,4
1,11.48,197.91,148,75,5
1,11.48,197.9,159,68,17
1,11.48,197.89,133,69,19
1,11.48,197.89,144,64,23
1,11.48,197.88,154,62,29
1,11.48,197.84,143,62,19
1,11.48,197.84,164,67,25
1,11.47,197.82,147,68,23
1,11.48,197.98,151,74,12
1,11.48,197.98,166,69,8
1,11.48,197.98,161,72,22
1,11.48,197.99,147,68,17
1,11.5,198.16,143,84,2
1,11.5,198.14,136,65,11
1,11.5,198.13,143,61,4
1,11.5,198.09,158,64,14
1,11.5,198.09,153,68,15
1,11.49,198.08,153,67,13
1,11.49,198.05,160,79,19
1,11.47,197.82,136,81,10
1,11.49,198.05,158,77,28
1,11.49,198.02,152,77,17
1,11.49,198.02,176,84,23
1,11.49,198.02,151,64,22
1,11.49,198.02,149,54,17
1,11.49,198.0,150,62,10
1,11.48,198.0,156,66,2
1,11.48,197.99,149,74,12
1,11.49,198.03,149,36,37
1,11.5,198.16,145,69,6
1,11.47,197.81,155,58,24
1,11.47,197.79,161,73,2
1,11.46,197.61,130,74,9
1,11.46,197.59,158,63,23
1,11.46,197.57,137,66,2
1,11.46,197.57,157,63,15
1,11.46,197.55,157,78,35
1,11.45,197.52,145,58,11
1,11.45,197.52,142,65,15
1,11.45,197.51,147,75,28
1,11.45,197.5,149,72,22
1,11.45,197.5,151,72,20
1,11.45,197.49,150,47,2
1,11.45,197.48,138,72,2
1,11.45,197.48,162,77,11
1,11.45,197.47,160,49,7
1,12.32,210.16,144,66,8
1,11.46,197.62,147,102,23
1,11.46,197.66,149,80,7
1,11.46,197.66,159,64,13
1,11.46,197.67,187,69,26
1,11.47,197.78,152,71,12
1,11.47,197.78,154,65,23
1,11.47,197.77,171,66,12
1,11.47,197.74,150,61,23
1,11.47,197.73,150,75,18
1,11.47,197.72,154,68,3
1,11.47,197.72,134,78,3
1,11.47,197.81,165,81,12
1,11.47,197.71,165,61,6
1,11.46,197.7,151,62,26
1,11.46,197.7,149,77,5
1,11.46,197.69,140,61,13
1,11.46,197.69,145,51,22
1,11.46,197.68,153,79,11
1,11.46,197.67,151,84,18
1,11.46,197.67,138,84,3
1,11.47,197.71,146,92,34
1,11.5,198.19,156,62,9
1,11.5,198.19,159,80,5
1,11.5,198.19,149,77,24
1,11.53,198.69,160,62,2
1,11.53,198.67,152,88,2
1,11.53,198.67,142,49,26
1,11.53,198.66,149,75,24
1,11.53,198.65,166,57,2
1,11.53,198.65,158,71,19
1,11.53,198.63,171,100,15
1,11.53,198.63,156,61,32
1,11.53,198.63,120,85,2
1,11.53,198.62,146,65,20
1,11.53,198.61,167,67,4
1,11.53,198.61,152,74,24
1,11.53,198.6,151,71,16
1,11.52,198.59,145,79,29
1,11.52,198.57,164,65,23
1,11.53,198.74,162,76,3
1,11.53,198.75,140,70,28
1,11.54,198.79,147,75,18
1,11.54,198.79,157,63,14
1,11.55,198.89,156,59,8
1,11.55,198.87,141,68,14
1,11.54,198.86,158,68,30
1,11.54,198.86,156,69,12
1,11.54,198.86,144,70,2
1,11.54,198.85,153,58,11
1,11.54,198.85,161,63,2
1,11.52,198.56,131,51,12
1,11.54,198.84,167,65,9
1,11.54,198.84,160,62,2
1,11.54,198.84,180,57,23
1,11.54,198.84,158,55,24
1,11.54,198.84,140,76,2
1,11.54,198.82,173,66,15
1,11.54,198.81,150,72,13
1,11.54,198.8,155,62,16
1,11.54,198.84,155,64,16
1,11.52,198.55,167,73,24
1,11.52,198.54,171,74,17
1,11.52,198.54,155,69,33
1,11.51,198.31,175,81,7
1,11.51,198.31,159,52,13
1,11.5,198.3,168,54,26
1,11.5,198.28,153,56,34
1,11.5,198.27,138,84,9
1,11.5,198.26,144,63,27
1,11.5,198.26,153,64,2
1,11.51,198.32,145,73,11
1,11.5,198.25,157,75,12
1,11.5,198.24,129,54,28
1,11.5,198.22,164,54,14
1,11.5,198.2,157,77,26
1,11.5,198.2,142,56,23
1,11.5,198.2,148,56,5
1,11.5,198.2,155,60,9
1,11.5,198.2,137,60,17
1,11.5,198.24,139,64,28
1,11.65,200.46,135,72,2
1,11.51,198.33,168,39,15
1,11.51,198.37,140,64,23
1,11.51,198.53,143,78,6
1,11.51,198.53,138,72,8
1,11.51,198.53,161,72,26
1,11.51,198.51,133,72,2
1,11.51,198.49,143,64,2
1,11.51,198.49,162,81,2
1,11.51,198.48,141,79,26
1,11.51,198.34,160,72,38
1,11.51,198.47,135,76,31
1,11.51,198.43,144,75,27
1,11.51,198.42,161,63,24
1,11.51,198.42,136,69,12
1,11.51,198.39,154,66,20
1,11.51,198.39,141,60,15
1,11.51,198.39,168,62,23
1,11.51,198.38,162,49,36
1,11.51,198.46,163,74,8
1,11.86,203.69,150,88,11
1,11.66,200.47,152,53,10
1,11.66,200.49,140,65,6
1,11.79,202.82,150,68,21
1,11.79,202.82,128,59,26
1,11.79,202.81,150,52,28
1,11.79,202.77,143,86,11
1,11.79,202.77,139,59,36
1,11.78,202.76,145,73,21
1,11.78,202.75,165,71,20
1,11.78,202.75,149,67,10
1,11.78,202.74,128,74,7
1,11.78,202.72,153,80,26
1,11.78,202.7,149,63,9
1,11.78,202.69,151,51,3
1,11.78,202.69,156,69,16
1,11.78,202.68,141,69,18
1,11.78,202.68,167,81,29
1,11.79,202.82,161,72,2
1,11.79,202.83,161,79,11
1,11.79,202.83,145,65,23
1,11.79,202.83,150,66,4
1,11.8,202.92,135,52,14
1,11.8,202.92,140,68,15
1,11.8,202.91,149,78,2
1,11.8,202.91,145,91,21
1,11.8,202.91,142,60,15
1,11.8,202.89,149,84,16
1,11.8,202.89,159,61,26
1,11.78,202.66,146,80,22
1,11.8,202.88,158,77,36
1,11.8,202.88,153,83,20
1,11.8,202.88,134,63,2
1,11.8,202.88,162,67,31
1,11.8,202.87,164,79,30
1,11.8,202.86,156,52,14
1,11.79,202.85,173,73,22
1,11.79,202.84,158,74,13
1,11.8,202.88,147,86,29
1,11.8,202.92,128,74,6
1,11.78,202.65,151,78,12
1,11.78,202.62,147,81,24
1,11.76,202.43,153,69,15
1,11.76,202.42,146,66,28
1,11.76,202.4,161,77,11
1,11.76,202.37,161,52,23
1,11.76,202.37,153,67,17
1,11.76,202.37,147,75,3
1,11.76,202.35,157,51,21
1,11.76,202.34,145,68,36
1,11.76,202.32,151,61,11
1,11.76,202.32,153,67,29
1,11.76,202.31,148,49,6
1,11.76,202.3,143,68,21
1,11.76,202.29,157,75,2
1,11.76,202.29,159,68,6
1,11.75,202.28,158,62,7
1,11.76,202.43,150,96,29
1,11.76,202.43,136,79,11
1,11.76,202.44,154,57,24
1,11.77,202.45,172,66,19
1,11.78,202.61,144,66,16
1,11.77,202.57,151,78,16
1,11.77,202.57,161,65,18
1,11.77,202.57,144,58,6
1,11.77,202.56,143,74,31
1,11.77,202.55,150,71,30
1,11.77,202.54,143,67,24
1,11.78,202.63,136,71,22
1,11.77,202.53,144,79,13
1,11.77,202.51,136,60,19
1,11.77,202.49,151,72,13
1,11.77,202.49,154,57,2
1,11.77,202.47,155,47,3
1,11.77,202.47,141,66,38
1,11.77,202.46,148,65,20
1,11.77,202.45,151,72,13
1,11.77,202.53,164,86,6
1,11.75,202.27,152,77,2
1,11.8,202.93,142,55,12
1,11.81,202.94,154,70,40
1,11.85,203.44,160,71,2
1,11.84,203.44,165,81,18
1,11.84,203.43,144,57,34
1,11.84,203.43,157,80,2
1,11.84,203.42,155,67,17
1,11.84,203.42,137,74,17
1,11.84,203.4,161,59,13
1,11.84,203.39,156,81,2
1,11.84,203.39,144,90,2
1,11.84,203.38,150,83,20
1,11.84,203.37,149,87,2
1,11.84,203.36,164,67,12
1,11.84,203.36,140,80,25
1,11.84,203.35,140,89,8
1,11.83,203.35,138,79,2
1,11.85,203.45,139,70,20
1,11.85,203.48,146,80,31
1,11.85,203.5,143,83,22
1,11.85,203.51,138,71,2
1,11.86,203.67,147,65,25
1,11.86,203.64,150,71,2
1,11.86,203.64,150,82,14
1,11.86,203.64,150,66,10
1,11.85,203.63,143,54,30
1,11.85,203.62,160,61,13
1,11.85,203.61,145,84,6
1,11.83,203.33,145,69,16
1,11.85,203.61,147,86,10
1,11.85,203.55,161,75,2
1,11.85,203.55,155,87,18
1,11.85,203.55,143,49,16
1,11.85,203.54,157,65,17
1,11.85,203.54,157,75,24
1,11.85,203.53,160,65,25
1,11.85,203.52,163,45,14
1,11.85,203.57,167,76,21
1,11.8,202.94,153,81,2
1,11.83,203.33,159,57,16
1,11.83,203.32,166,68,10
1,11.82,203.07,126,47,27
1,11.82,203.06,159,61,7
1,11.82,203.06,152,86,26
1,11.82,203.05,157,71,15
1,11.82,203.05,141,63,22
1,11.81,203.04,145,76,23
1,11.81,203.04,158,69,27
1,11.81,203.03,161,74,18
1,11.81,203.01,148,63,12
1,11.81,203.01,142,61,2
1,11.81,203.0,141,75,18
1,11.81,203.0,171,67,7
1,11.81,202.98,157,74,25
1,11.81,202.95,158,62,13
1,11.81,202.95,155,72,4
1,11.82,203.09,159,84,2
1,11.82,203.14,167,56,9
1,11.82,203.15,179,71,10
1,11.82,203.15,148,76,2
1,11.83,203.3,150,64,17
1,11.83,203.3,155,55,13
1,11.83,203.3,165,77,11
1,11.83,203.29,138,61,2
1,11.83,203.26,143,61,17
1,11.83,203.26,165,65,19
1,11.83,203.25,162,84,9
1,11.83,203.33,164,79,23
1,11.83,203.25,146,49,15
1,11.82,203.21,157,77,12
1,11.82,203.2,144,90,23
1,11.82,203.2,166,78,13
1,11.82,203.2,133,88,2
1,11.82,203.2,150,68,20
1,11.82,203.19,156,69,36
1,11.82,203.18,158,61,11
1,11.83,203.21,147,71,30
1,11.75,202.26,138,70,2
1,11.75,202.26,140,64,7
1,11.75,202.25,151,71,20
1,11.68,201.02,152,56,24
1,11.68,201.0,154,64,8
1,11.68,200.99,147,54,21
1,11.68,200.98,140,62,17
1,11.68,200.96,153,60,24
1,11.68,200.96,156,54,18
1,11.68,200.96,181,73,9
1,11.68,200.95,151,91,4
1,11.68,200.93,145,67,2
1,11.68,200.93,147,70,15
1,11.68,200.92,148,82,3
1,11.68,200.91,150,86,2
1,11.68,200.9,149,56,8
1,11.68,200.89,164,69,16
1,11.68,200.88,151,81,8
1,11.68,201.04,148,61,22
1,11.68,201.07,148,73,31
1,11.68,201.09,147,62,10
1,11.69,201.11,140,75,8
1,11.7,201.25,144,69,19
1,11.7,201.25,156,64,14
1,11.7,201.24,135,63,3
1,11.69,201.19,139,58,12
1,11.69,201.19,170,68,15
1,11.69,201.18,154,75,20
1,11.69,201.18,149,81,13
1,11.67,200.86,150,68,21
1,11.69,201.18,152,69,23
1,11.69,201.17,136,80,19
1,11.69,201.15,138,54,8
1,11.69,201.15,163,73,2
1,11.69,201.14,159,56,14
1,11.69,201.13,147,63,8
1,11.69,201.13,155,62,17
1,11.69,201.12,138,81,10
1,11.69,201.17,147,57,19
1,11.7,201.27,134,61,19
1,11.67,200.84,160,87,5
1,11.67,200.83,165,81,15
1,11.67,200.61,154,63,4
1,11.67,200.6,139,85,22
1,11.66,200.6,144,73,14
1,11.66,200.58,142,80,2
1,11.66,200.56,141,67,2
1,11.66,200.55,153,70,13
1,11.66,200.55,165,69,14
1,11.66,200.54,164,66,16
1,11.66,200.53,164,72,2
1,11.66,200.53,155,79,8
1,11.66,200.52,149,82,22
1,11.66,200.52,143,58,20
1,11.66,200.51,153,65,14
1,11.66,200.5,135,71,6
1,11.66,200.5,161,68,2
1,11.67,200.62,146,76,16
1,11.67,200.62,141,59,2
1,11.67,200.63,155,58,25
1,11.67,200.64,153,73,6
1,11.67,200.82,142,82,2
1,11.67,200.81,141,81,16
1,11.67,200.81,152,86,2
1,11.67,200.8,164,63,2
1,11.67,200.79,145,71,2
1,11.67,200.78,151,80,26
1,11.67,200.75,155,67,11
1,11.67,200.83,130,51,25
1,11.67,200.75,165,63,2
1,11.67,200.74,155,68,24
1,11.67,200.72,153,91,19
1,11.67,200.71,143,64,9
1,11.67,200.69,146,62,32
1,11.67,200.69,151,67,24
1,11.67,200.68,157,72,26
1,11.67,200.68,140,75,9
1,11.67,200.75,160,58,2
1,11.7,201.27,153,77,3
1,11.7,201.27,169,88,3
1,11.7,201.28,146,77,24
1,11.74,201.98,159,56,21
1,11.74,201.98,165,66,48
1,11.74,201.98,138,79,11
1,11.74,201.96,132,69,14
1,11.74,201.95,151,67,6
1,11.74,201.95,148,73,14
1,11.73,201.94,156,55,2
1,11.73,201.9,168,62,27
1,11.73,201.87,146,61,3
1,11.73,201.87,146,81,5
1,11.73,201.86,148,73,22
1,11.73,201.85,149,66,16
1,11.73,201.82,161,79,13
1,11.73,201.8,156,57,22
1,11.73,201.79,153,72,12
1,11.74,201.99,166,84,2
1,11.74,202.0,163,77,25
1,11.74,202.02,139,84,29
1,11.74,202.02,141,81,19
1,11.75,202.25,149,75,7
